repo,file,clone_class_id,clone_type,test_name,class_size,llm_detectou,analise_manual
astroid,test_inference_calls.py,CC0024,Type-2,test_method_const_instance_attr_multiple,3,YES,1
astroid,test_inference_calls.py,CC0024,Type-2,test_method_const_instance_attr_same_method,3,YES,1
astroid,test_inference_calls.py,CC0026,Type-2,test_instance_method_inherited,2,YES,1
astroid,test_inference_calls.py,CC0026,Type-2,test_class_method_inherited,2,YES,1
astroid,test_utils.py,CC0027,Type-2,test_not_exclusive_walrus_operator,2,YES,1
astroid,test_utils.py,CC0027,Type-2,test_not_exclusive_walrus_operator_nested,2,YES,1
astroid,test_regrtest.py,CC0028,Type-2,NonRegressionTests.test_recursive_property_method,2,YES,1
astroid,test_regrtest.py,CC0028,Type-2,NonRegressionTests.test_uninferable_string_argument_of_namedtuple,2,YES,1
astroid,test_manager.py,CC0029,Type-2,AstroidManagerTest.test_ast_from_file_name_astro_builder_exception,3,YES,1
astroid,test_manager.py,CC0029,Type-2,AstroidManagerTest.test_ast_from_module_name_astro_builder_exception,3,YES,1
astroid,test_manager.py,CC0029,Type-2,AstroidManagerTest.test_ast_from_class_attr_error,3,YES,1
astroid,test_manager.py,CC0030,Type-2,AstroidManagerTest.test_ast_from_namespace_pkgutil,2,YES,1
astroid,test_manager.py,CC0030,Type-2,AstroidManagerTest.test_ast_from_namespace_pkg_resources,2,YES,1
astroid,test_raw_building.py,CC0032,Type-2,RawBuildingTC.test_module_object_with_broken_getattr,2,YES,1
astroid,test_raw_building.py,CC0032,Type-2,RawBuildingTC.test_module_collection_with_object_getattribute,2,YES,1
astroid,test_raw_building.py,CC0033,Type-2,RawBuildingTC.test_build_class,2,YES,1
astroid,test_raw_building.py,CC0033,Type-2,RawBuildingTC.test_build_function,2,YES,1
astroid,test_scoped_nodes.py,CC0035,Type-2,test_property_in_body_of_try,2,YES,1
astroid,test_scoped_nodes.py,CC0035,Type-2,test_property_in_body_of_if,2,YES,1
astroid,test_object_model.py,CC0036,Type-2,FunctionModelTest.test_empty_return_annotation,2,YES,1
astroid,test_object_model.py,CC0036,Type-2,FunctionModelTest.test_builtin_dunder_init_does_not_crash_when_accessing_annotations,2,YES,1
astroid,test_modutils.py,CC0037,Type-2,ModuleFileTest.test_find_zipped_module,2,YES,1
astroid,test_modutils.py,CC0037,Type-2,ModuleFileTest.test_find_egg_module,2,YES,1
astroid,test_modutils.py,CC0038,Type-2,LoadModuleFromNameTest.test_known_values_load_module_from_name_1,2,YES,1
astroid,test_modutils.py,CC0038,Type-2,LoadModuleFromNameTest.test_known_values_load_module_from_name_2,2,YES,1
astroid,test_modutils.py,CC0040,Type-2,GetModulePartTest.test_known_values_get_module_part_3,2,YES,1
astroid,test_modutils.py,CC0040,Type-2,GetModulePartTest.test_get_module_part_only_dot,2,YES,1
astroid,test_modutils.py,CC0041,Type-2,GetModulePartTest.test_known_values_get_compiled_module_part,2,YES,1
astroid,test_modutils.py,CC0041,Type-2,GetModulePartTest.test_known_values_get_builtin_module_part,2,YES,1
astroid,test_modutils.py,CC0042,Type-2,IsStdLibModuleTest.test_builtin,2,YES,1
astroid,test_modutils.py,CC0042,Type-2,IsStdLibModuleTest.test_subpackages,2,YES,1
astroid,test_modutils.py,CC0043,Type-2,ModuleInPathTest.test_bad_import,2,YES,1
astroid,test_modutils.py,CC0043,Type-2,ModuleInPathTest.test_no_filename,2,YES,1
astroid,test_modutils.py,CC0044,Type-2,IsRelativeTest.test_known_values_is_relative_1,5,YES,1
astroid,test_modutils.py,CC0044,Type-2,IsRelativeTest.test_known_values_is_relative_4,5,YES,1
astroid,test_modutils.py,CC0044,Type-2,IsRelativeTest.test_deep_relative,5,YES,1
astroid,test_modutils.py,CC0044,Type-2,IsRelativeTest.test_deep_relative3,5,YES,1
astroid,test_modutils.py,CC0044,Type-2,IsRelativeTest.test_deep_relative4,5,YES,1
astroid,test_modutils.py,CC0045,Type-2,IsRelativeTest.test_known_values_is_relative_3,4,YES,1
astroid,test_modutils.py,CC0045,Type-2,IsRelativeTest.test_known_values_is_relative_5,4,YES,1
astroid,test_modutils.py,CC0045,Type-2,IsRelativeTest.test_deep_relative2,4,YES,1
astroid,test_modutils.py,CC0045,Type-2,IsRelativeTest.test_is_relative_bad_path,4,YES,1
astroid,test_modutils.py,CC0046,Type-2,GetModuleFilesTest.test_get_module_files_1,2,YES,1
astroid,test_modutils.py,CC0046,Type-2,GetModuleFilesTest.test_get_module_files_2,2,YES,1
astroid,test_helpers.py,CC0047,Type-2,TestHelpers.test_inference_errors,2,YES,1
astroid,test_helpers.py,CC0047,Type-2,TestHelpers.test_object_type_too_many_types,2,YES,1
astroid,test_get_relative_base_path.py,CC0048,Type-2,TestModUtilsRelativePath.test_similar_prefixes_no_match,6,YES,1
astroid,test_get_relative_base_path.py,CC0048,Type-2,TestModUtilsRelativePath.test_valid_subdirectories,6,YES,1
astroid,test_get_relative_base_path.py,CC0048,Type-2,TestModUtilsRelativePath.test_case_sensitivity,6,YES,1
astroid,test_get_relative_base_path.py,CC0048,Type-2,TestModUtilsRelativePath.test_special_path_components,6,YES,1
astroid,test_get_relative_base_path.py,CC0048,Type-2,TestModUtilsRelativePath.test_nonexistent_paths,6,YES,1
astroid,test_get_relative_base_path.py,CC0048,Type-2,TestModUtilsRelativePath.test_empty_paths,6,YES,1
astroid,test_lookup.py,CC0049,Type-2,LookupTest.test_list_comp_target,2,YES,1
astroid,test_lookup.py,CC0049,Type-2,LookupTest.test_set_comp_closure,2,YES,1
astroid,test_lookup.py,CC0051,Type-2,LookupTest.test_lambda_nested,2,YES,1
astroid,test_lookup.py,CC0051,Type-2,LookupTest.test_function_nested,2,YES,1
astroid,test_lookup.py,CC0052,Type-2,LookupControlFlowTest.test_consecutive_assign,11,YES,1
astroid,test_lookup.py,CC0052,Type-2,LookupControlFlowTest.test_del_no_effect_after,11,YES,1
astroid,test_lookup.py,CC0052,Type-2,LookupControlFlowTest.test_assign_exclusive,11,YES,1
astroid,test_lookup.py,CC0052,Type-2,LookupControlFlowTest.test_assign_not_exclusive,11,YES,1
astroid,test_lookup.py,CC0052,Type-2,LookupControlFlowTest.test_del_not_exclusive,11,YES,1
astroid,test_lookup.py,CC0052,Type-2,LookupControlFlowTest.test_del_exclusive,11,YES,1
astroid,test_lookup.py,CC0052,Type-2,LookupControlFlowTest.test_except_var_in_block,11,YES,1
astroid,test_lookup.py,CC0052,Type-2,LookupControlFlowTest.test_except_var_in_block_overwrites,11,YES,1
astroid,test_lookup.py,CC0052,Type-2,LookupControlFlowTest.test_except_assign_in_block,11,YES,1
astroid,test_lookup.py,CC0052,Type-2,LookupControlFlowTest.test_except_assign_in_block_multiple,11,YES,1
astroid,test_lookup.py,CC0052,Type-2,LookupControlFlowTest.test_except_assign_after_block_overwritten,11,YES,1
astroid,test_lookup.py,CC0055,Type-2,LookupControlFlowTest.test_if_variable_in_condition_1,4,YES,1
astroid,test_lookup.py,CC0055,Type-2,LookupControlFlowTest.test_assign_after_param,4,YES,1
astroid,test_lookup.py,CC0055,Type-2,LookupControlFlowTest.test_assign_after_kwonly_param,4,YES,1
astroid,test_lookup.py,CC0055,Type-2,LookupControlFlowTest.test_assign_after_posonly_param,4,YES,1
astroid,test_constraint.py,CC0056,Type-2,test_if_single_statement,5,YES,1
astroid,test_constraint.py,CC0056,Type-2,test_if_multiple_statements,5,YES,1
astroid,test_constraint.py,CC0056,Type-2,test_nested_if,5,YES,1
astroid,test_constraint.py,CC0056,Type-2,test_if_instance_attr,5,YES,1
astroid,test_constraint.py,CC0056,Type-2,test_if_instance_attr_varname_collision1,5,YES,1
astroid,test_constraint.py,CC0057,Type-2,test_if_irrelevant_condition,2,YES,1
astroid,test_constraint.py,CC0057,Type-2,test_outside_if,2,YES,1
astroid,test_constraint.py,CC0058,Type-2,test_if_reassignment_in_body,3,YES,1
astroid,test_constraint.py,CC0058,Type-2,test_if_reassignment_in_else,3,YES,1
astroid,test_constraint.py,CC0058,Type-2,test_if_instance_attr_varname_collision4,3,YES,1
astroid,test_python3.py,CC0063,Type-2,Python3TC.test_simple_metaclass,2,YES,1
astroid,test_python3.py,CC0063,Type-2,Python3TC.test_metaclass_multiple_keywords,2,YES,1
astroid,test_python3.py,CC0064,Type-2,Python3TC.test_nested_unpacking_in_dicts,2,YES,1
astroid,test_python3.py,CC0064,Type-2,Python3TC.test_format_string,2,YES,1
astroid,test_nodes.py,CC0066,Type-2,test_is_generator_for_yield_in_while,3,YES,1
astroid,test_nodes.py,CC0066,Type-2,test_is_generator_for_yield_in_if,3,YES,1
astroid,test_nodes.py,CC0066,Type-2,test_is_generator_for_yield_in_aug_assign,3,YES,1
astroid,test_nodes.py,CC0067,Type-2,Python35AsyncTest.test_await_as_string,4,YES,1
astroid,test_nodes.py,CC0067,Type-2,Python35AsyncTest.test_asyncwith_as_string,4,YES,1
astroid,test_nodes.py,CC0067,Type-2,Python35AsyncTest.test_asyncfor_as_string,4,YES,1
astroid,test_nodes.py,CC0067,Type-2,Python35AsyncTest.test_decorated_async_def_as_string,4,YES,1
astroid,test_nodes.py,CC0068,Type-2,ConstNodeTest.test_none,7,YES,1
astroid,test_nodes.py,CC0068,Type-2,ConstNodeTest.test_bool,7,YES,1
astroid,test_nodes.py,CC0068,Type-2,ConstNodeTest.test_int,7,YES,1
astroid,test_nodes.py,CC0068,Type-2,ConstNodeTest.test_float,7,YES,1
astroid,test_nodes.py,CC0068,Type-2,ConstNodeTest.test_complex,7,YES,1
astroid,test_nodes.py,CC0068,Type-2,ConstNodeTest.test_str,7,YES,1
astroid,test_nodes.py,CC0068,Type-2,ConstNodeTest.test_unicode,7,YES,1
astroid,test_nodes.py,CC0069,Type-2,ContextTest.test_subscript_load,3,YES,1
astroid,test_nodes.py,CC0069,Type-2,ContextTest.test_list_load,3,YES,1
astroid,test_nodes.py,CC0069,Type-2,ContextTest.test_tuple_load,3,YES,1
astroid,test_nodes.py,CC0070,Type-2,ImportNodeTest.test_conditional,2,YES,1
astroid,test_nodes.py,CC0070,Type-2,ImportNodeTest.test_conditional_import,2,YES,1
astroid,test_nodes.py,CC0071,Type-2,AsStringTest.test_module_as_string_pre_3_14,2,YES,0
astroid,test_nodes.py,CC0071,Type-2,AsStringTest.test_module_as_string,2,YES,0
astroid,test_nodes.py,CC0072,Type-2,AsStringTypeParamNodes.test_as_string_type_var_default,3,YES,1
astroid,test_nodes.py,CC0072,Type-2,AsStringTypeParamNodes.test_as_string_type_var_tuple_defaults,3,YES,1
astroid,test_nodes.py,CC0072,Type-2,AsStringTypeParamNodes.test_as_string_param_spec_defaults,3,YES,1
astroid,test_nodes.py,CC0074,Type-2,AsStringTypeParamNodes.test_as_string_class_type_params,2,YES,1
astroid,test_nodes.py,CC0074,Type-2,AsStringTypeParamNodes.test_as_string_function_type_params,2,YES,1
astroid,test_brain.py,CC0075,Type-2,CollectionsDequeTests.test_deque,2,YES,1
astroid,test_brain.py,CC0075,Type-2,CollectionsDequeTests.test_deque_py39methods,2,YES,1
astroid,test_brain.py,CC0078,Type-2,TypingBrain.test_typing_cast,2,YES,1
astroid,test_brain.py,CC0078,Type-2,TypingBrain.test_typing_cast_attribute,2,YES,1
astroid,test_brain.py,CC0079,Type-2,TypingBrain.test_typing_alias_type,3,YES,1
astroid,test_brain.py,CC0079,Type-2,TypingBrain.test_typing_alias_type_2,3,YES,1
astroid,test_brain.py,CC0079,Type-2,TypingBrain.test_typing_object_subscriptable_2,3,YES,1
astroid,test_brain.py,CC0080,Type-2,TestIsinstanceInference.test_type_type,16,YES,1
astroid,test_brain.py,CC0080,Type-2,TestIsinstanceInference.test_object_type,16,YES,1
astroid,test_brain.py,CC0080,Type-2,TestIsinstanceInference.test_type_object,16,YES,1
astroid,test_brain.py,CC0080,Type-2,TestIsinstanceInference.test_isinstance_int_true,16,YES,1
astroid,test_brain.py,CC0080,Type-2,TestIsinstanceInference.test_isinstance_int_false,16,YES,1
astroid,test_brain.py,CC0080,Type-2,TestIsinstanceInference.test_isinstance_str_true,16,YES,1
astroid,test_brain.py,CC0080,Type-2,TestIsinstanceInference.test_isinstance_str_false,16,YES,1
astroid,test_brain.py,CC0080,Type-2,TestIsinstanceInference.test_isinstance_tuple_argument,16,YES,1
astroid,test_brain.py,CC0080,Type-2,TestIsinstanceInference.test_isinstance_type_false2,16,YES,1
astroid,test_brain.py,CC0080,Type-2,TestIsinstanceInference.test_isinstance_object_true,16,YES,1
astroid,test_brain.py,CC0080,Type-2,TestIsinstanceInference.test_isinstance_object_true3,16,YES,1
astroid,test_brain.py,CC0080,Type-2,TestIsinstanceInference.test_isinstance_class_false,16,YES,1
astroid,test_brain.py,CC0080,Type-2,TestIsinstanceInference.test_isinstance_type_false,16,YES,1
astroid,test_brain.py,CC0080,Type-2,TestIsinstanceInference.test_isinstance_object_true2,16,YES,1
astroid,test_brain.py,CC0080,Type-2,TestIsinstanceInference.test_isinstance_type_true,16,YES,1
astroid,test_brain.py,CC0080,Type-2,TestIsinstanceInference.test_isinstance_edge_case,16,YES,1
astroid,test_brain.py,CC0081,Type-2,TestIssubclassBrain.test_type_type,12,YES,1
astroid,test_brain.py,CC0081,Type-2,TestIssubclassBrain.test_object_type,12,YES,1
astroid,test_brain.py,CC0081,Type-2,TestIssubclassBrain.test_type_object,12,YES,1
astroid,test_brain.py,CC0081,Type-2,TestIssubclassBrain.test_issubclass_same_class,12,YES,1
astroid,test_brain.py,CC0081,Type-2,TestIssubclassBrain.test_issubclass_not_the_same_class,12,YES,1
astroid,test_brain.py,CC0081,Type-2,TestIssubclassBrain.test_issubclass_object_true,12,YES,1
astroid,test_brain.py,CC0081,Type-2,TestIssubclassBrain.test_issubclass_same_user_defined_class,12,YES,1
astroid,test_brain.py,CC0081,Type-2,TestIssubclassBrain.test_issubclass_different_user_defined_classes,12,YES,1
astroid,test_brain.py,CC0081,Type-2,TestIssubclassBrain.test_issubclass_type_false,12,YES,1
astroid,test_brain.py,CC0081,Type-2,TestIssubclassBrain.test_isinstance_tuple_argument,12,YES,1
astroid,test_brain.py,CC0081,Type-2,TestIssubclassBrain.test_isinstance_object_true2,12,YES,1
astroid,test_brain.py,CC0081,Type-2,TestIssubclassBrain.test_issubclass_short_circuit,12,YES,1
astroid,test_brain.py,CC0082,Type-2,TestLenBuiltinInference.test_len_tuple,5,YES,1
astroid,test_brain.py,CC0082,Type-2,TestLenBuiltinInference.test_len_var,5,YES,1
astroid,test_brain.py,CC0082,Type-2,TestLenBuiltinInference.test_len_dict,5,YES,1
astroid,test_brain.py,CC0082,Type-2,TestLenBuiltinInference.test_len_set,5,YES,1
astroid,test_brain.py,CC0082,Type-2,TestLenBuiltinInference.test_len_object,5,YES,1
astroid,test_brain.py,CC0083,Type-2,TestLenBuiltinInference.test_len_object_failure,3,YES,1
astroid,test_brain.py,CC0083,Type-2,TestLenBuiltinInference.test_len_generator_failure,3,YES,1
astroid,test_brain.py,CC0083,Type-2,TestLenBuiltinInference.test_len_failure_missing_variable,3,YES,1
astroid,test_brain.py,CC0085,Type-2,TypingBrain.test_tuple_type,2,YES,1
astroid,test_brain.py,CC0085,Type-2,TypingBrain.test_callable_type,2,YES,1
astroid,test_threading.py,CC0086,Type-2,ThreadingBrainTest.test_rlock,3,YES,1
astroid,test_threading.py,CC0086,Type-2,ThreadingBrainTest.test_semaphore,3,YES,1
astroid,test_threading.py,CC0086,Type-2,ThreadingBrainTest.test_boundedsemaphore,3,YES,1
astroid,test_dataclasses.py,CC0090,Type-2,test_init_decorator_init_false,2,YES,1
astroid,test_dataclasses.py,CC0090,Type-2,test_invalid_init,2,YES,1
astroid,test_named_tuple.py,CC0091,Type-2,NamedTupleTest.test_namedtuple_uninferable_fields,9,YES,1
astroid,test_named_tuple.py,CC0091,Type-2,NamedTupleTest.test_no_rename_duplicates_does_not_crash_inference,9,YES,1
astroid,test_named_tuple.py,CC0091,Type-2,NamedTupleTest.test_no_rename_keywords_does_not_crash_inference,9,YES,1
astroid,test_named_tuple.py,CC0091,Type-2,NamedTupleTest.test_no_rename_nonident_does_not_crash_inference,9,YES,1
astroid,test_named_tuple.py,CC0091,Type-2,NamedTupleTest.test_no_rename_underscore_does_not_crash_inference,9,YES,1
astroid,test_named_tuple.py,CC0091,Type-2,NamedTupleTest.test_invalid_typename_does_not_crash_inference,9,YES,1
astroid,test_named_tuple.py,CC0091,Type-2,NamedTupleTest.test_keyword_typename_does_not_crash_inference,9,YES,1
astroid,test_named_tuple.py,CC0091,Type-2,NamedTupleTest.test_typeerror_does_not_crash_inference,9,YES,1
astroid,test_named_tuple.py,CC0091,Type-2,NamedTupleTest.test_pathological_str_does_not_crash_inference,9,YES,1
astroid,test_named_tuple.py,CC0093,Type-2,NamedTupleTest.test_namedtuple_rename_duplicates,2,YES,1
astroid,test_named_tuple.py,CC0093,Type-2,NamedTupleTest.test_namedtuple_rename_uninferable,2,YES,1
astroid,test_hashlib.py,CC0095,Type-2,HashlibTest.test_hashlib,2,YES,1
astroid,test_hashlib.py,CC0095,Type-2,HashlibTest.test_shake,2,YES,1
astroid,test_enum.py,CC0096,Type-2,EnumBrainTest.test_user_enum_false_positive,5,YES,1
astroid,test_enum.py,CC0096,Type-2,EnumBrainTest.test_enum_subclass_member_name,5,YES,1
astroid,test_enum.py,CC0096,Type-2,EnumBrainTest.test_enum_subclass_member_value,5,YES,1
astroid,test_enum.py,CC0096,Type-2,EnumBrainTest.test_enum_subclass_member_method,5,YES,1
astroid,test_enum.py,CC0096,Type-2,EnumBrainTest.test_enum_subclass_different_modules,5,YES,1
astroid,test_enum.py,CC0098,Type-2,EnumBrainTest.test_enum_multiple_base_classes,2,YES,1
astroid,test_enum.py,CC0098,Type-2,EnumBrainTest.test_int_enum,2,YES,1
astroid,test_pathlib.py,CC0099,Type-2,test_inference_parents,2,YES,1
astroid,test_pathlib.py,CC0099,Type-2,test_inference_parents_subscript_index,2,YES,1
astroid,test_core_numerictypes.py,CC0100,Type-2,NumpyBrainCoreNumericTypesTest.test_generic_types_have_attributes,3,YES,1
astroid,test_core_numerictypes.py,CC0100,Type-2,NumpyBrainCoreNumericTypesTest.test_number_types_have_unary_operators,3,YES,1
astroid,test_core_numerictypes.py,CC0100,Type-2,NumpyBrainCoreNumericTypesTest.test_array_types_have_unary_operators,3,YES,1
astroid,test_bump_changelog.py,CC0102,Type-2,test_update_content,2,YES,1
astroid,test_bump_changelog.py,CC0102,Type-2,test_update_content_major,2,YES,1
jedi,test_utils.py,CC0001,Type-2,TestSetupReadline.test_nested,2,YES,1
jedi,test_utils.py,CC0001,Type-2,TestSetupReadline.test_magic_methods,2,YES,1
jedi,test_buildout_detection.py,CC0002,Type-2,test_append_on_non_sys_path,2,YES,1
jedi,test_buildout_detection.py,CC0002,Type-2,test_path_from_invalid_sys_path_assignment,2,YES,1
jedi,test_docstring.py,CC0003,Type-2,test_function_doc,3,YES,1
jedi,test_docstring.py,CC0003,Type-2,test_instance_doc,3,YES,1
jedi,test_docstring.py,CC0003,Type-2,test_docstring_params_formatting,3,YES,1
jedi,test_docstring.py,CC0005,Type-2,test_numpydoc_parameters_set_of_values,4,YES,1
jedi,test_docstring.py,CC0005,Type-2,test_numpydoc_returns,4,YES,1
jedi,test_docstring.py,CC0005,Type-2,test_numpydoc_returns_set_of_values,4,YES,1
jedi,test_docstring.py,CC0005,Type-2,test_numpydoc_yields,4,YES,1
jedi,test_docstring.py,CC0006,Type-2,test_numpy_returns,2,YES,1
jedi,test_docstring.py,CC0006,Type-2,test_numpy_comp_returns,2,YES,1
jedi,test_call_signatures.py,CC0008,Type-2,test_additional_brackets,2,YES,1
jedi,test_call_signatures.py,CC0008,Type-2,test_unterminated_strings,2,YES,1
jedi,test_call_signatures.py,CC0009,Type-2,test_call_init_on_class,2,YES,1
jedi,test_call_signatures.py,CC0009,Type-2,test_call_init_on_instance,2,YES,1
jedi,test_names.py,CC0010,Type-2,test_get_definitions_flat,4,YES,1
jedi,test_names.py,CC0010,Type-2,test_dotted_assignment,4,YES,1
jedi,test_names.py,CC0010,Type-2,test_multiple_assignment,4,YES,1
jedi,test_names.py,CC0010,Type-2,test_multiple_imports,4,YES,1
jedi,test_full_name.py,CC0012,Type-2,TestFullNameWithGotoDefinitions.test_tuple_mapping,2,YES,1
jedi,test_full_name.py,CC0012,Type-2,TestFullNameWithGotoDefinitions.test_from_import,2,YES,1
jedi,test_interpreter.py,CC0014,Type-2,test_getattr,2,YES,1
jedi,test_interpreter.py,CC0014,Type-2,test_slice,2,YES,1
jedi,test_interpreter.py,CC0015,Type-2,test_name_not_inferred_properly,2,YES,1
jedi,test_interpreter.py,CC0015,Type-2,test_variable_reuse,2,YES,1
parso,test_diff_parser.py,CC0001,Type-2,test_one_call_in_function_change,11,YES,1
parso,test_diff_parser.py,CC0001,Type-2,test_function_deletion,11,YES,1
parso,test_diff_parser.py,CC0001,Type-2,test_paren_in_strange_position,11,YES,1
parso,test_diff_parser.py,CC0001,Type-2,test_parentheses_before_method,11,YES,1
parso,test_diff_parser.py,CC0001,Type-2,test_error_dedent_issues,11,YES,1
parso,test_diff_parser.py,CC0001,Type-2,test_random_text_insertion,11,YES,1
parso,test_diff_parser.py,CC0001,Type-2,test_many_nested_ifs,11,YES,1
parso,test_diff_parser.py,CC0001,Type-2,test_backslash_issue,11,YES,1
parso,test_diff_parser.py,CC0001,Type-2,test_paren_with_indentation,11,YES,1
parso,test_diff_parser.py,CC0001,Type-2,test_backslash_insertion,11,YES,1
parso,test_diff_parser.py,CC0001,Type-2,test_yet_another_backslash,11,YES,1
parso,test_diff_parser.py,CC0002,Type-2,test_differing_docstrings,2,YES,1
parso,test_diff_parser.py,CC0002,Type-2,test_docstring_removal,2,YES,1
parso,test_diff_parser.py,CC0003,Type-2,test_dedent_end_positions,3,YES,1
parso,test_diff_parser.py,CC0003,Type-2,test_dont_copy_error_leaves,3,YES,1
parso,test_diff_parser.py,CC0003,Type-2,test_wrong_indent_in_def,3,YES,1
parso,test_diff_parser.py,CC0004,Type-2,test_import_opening_bracket,3,YES,1
parso,test_diff_parser.py,CC0004,Type-2,test_opening_bracket_at_end,3,YES,1
parso,test_diff_parser.py,CC0004,Type-2,test_open_bracket_case2,3,YES,1
parso,test_diff_parser.py,CC0005,Type-2,test_classes_with_error_leaves,13,YES,1
parso,test_diff_parser.py,CC0005,Type-2,test_error_dedent_in_function,13,YES,1
parso,test_diff_parser.py,CC0005,Type-2,test_with_formfeed,13,YES,1
parso,test_diff_parser.py,CC0005,Type-2,test_repeating_invalid_indent,13,YES,1
parso,test_diff_parser.py,CC0005,Type-2,test_invalid_function,13,YES,1
parso,test_diff_parser.py,CC0005,Type-2,test_async_func2,13,YES,1
parso,test_diff_parser.py,CC0005,Type-2,test_weird_ending,13,YES,1
parso,test_diff_parser.py,CC0005,Type-2,test_nested_class,13,YES,1
parso,test_diff_parser.py,CC0005,Type-2,test_class_with_paren_breaker,13,YES,1
parso,test_diff_parser.py,CC0005,Type-2,test_fstring_with_error_leaf,13,YES,1
parso,test_diff_parser.py,CC0005,Type-2,test_backslash_before_def,13,YES,1
parso,test_diff_parser.py,CC0005,Type-2,test_one_line_function_error_recovery,13,YES,1
parso,test_diff_parser.py,CC0005,Type-2,test_one_line_property_error_recovery,13,YES,1
parso,test_diff_parser.py,CC0006,Type-2,test_unfinished_nodes,5,YES,1
parso,test_diff_parser.py,CC0006,Type-2,test_node_insertion,5,YES,1
