repo,file,clone_class_id,clone_type,test_name,class_size,llm_detectou,analise_manual
astroid,test_inference_calls.py,CC0016,Type-2,test_method_dynamic_instance_attr_6,8,YES,1
astroid,test_inference_calls.py,CC0016,Type-2,test_dunder_getitem,8,YES,1
astroid,test_inference_calls.py,CC0017,Type-2,test_one_return,8,YES,1
astroid,test_inference_calls.py,CC0017,Type-2,test_one_return_possible,8,YES,1
astroid,test_inference_calls.py,CC0017,Type-2,test_argument,8,YES,1
astroid,test_inference_calls.py,CC0017,Type-2,test_inner_call,8,YES,1
astroid,test_inference_calls.py,CC0017,Type-2,test_inner_call_with_const_argument,8,YES,1
astroid,test_inference_calls.py,CC0017,Type-2,test_method_const_instance_attr,8,YES,1
astroid,test_inference_calls.py,CC0017,Type-2,test_method_dynamic_instance_attr_2,8,YES,1
astroid,test_inference_calls.py,CC0017,Type-2,test_chained_attribute_inherited,8,YES,1
astroid,test_inference_calls.py,CC0018,Type-2,test_multiple_returns,3,YES,1
astroid,test_inference_calls.py,CC0018,Type-2,test_method_const_instance_attr_multiple,3,YES,1
astroid,test_inference_calls.py,CC0018,Type-2,test_method_const_instance_attr_same_method,3,YES,1
astroid,test_inference_calls.py,CC0019,Type-2,test_class_method,2,YES,1
astroid,test_inference_calls.py,CC0019,Type-2,test_static_method,2,YES,1
astroid,test_inference_calls.py,CC0020,Type-2,test_instance_method_inherited,2,YES,1
astroid,test_inference_calls.py,CC0020,Type-2,test_class_method_inherited,2,YES,1
astroid,test_manager.py,CC0023,Type-2,test_ast_from_module_name_egg,2,YES,1
astroid,test_manager.py,CC0023,Type-2,test_ast_from_module_name_zip,2,YES,1
astroid,test_manager.py,CC0025,Type-2,test_ast_from_file_name_astro_builder_exception,3,YES,1
astroid,test_manager.py,CC0025,Type-2,test_ast_from_module_name_astro_builder_exception,3,YES,1
astroid,test_manager.py,CC0025,Type-2,test_ast_from_class_attr_error,3,YES,1
astroid,test_raw_building.py,CC0026,Type-2,test_build_class,2,YES,1
astroid,test_raw_building.py,CC0026,Type-2,test_build_function,2,YES,1
astroid,test_raw_building.py,CC0027,Type-2,test_module_object_with_broken_getattr,2,YES,1
astroid,test_raw_building.py,CC0027,Type-2,test_module_collection_with_object_getattribute,2,YES,1
astroid,test_scoped_nodes.py,CC0028,Type-2,test_import_1,2,YES,1
astroid,test_scoped_nodes.py,CC0028,Type-2,test_import_2,2,YES,1
astroid,test_scoped_nodes.py,CC0029,Type-2,test_singleline_docstring,3,YES,1
astroid,test_scoped_nodes.py,CC0029,Type-2,test_multiline_docstring,3,YES,1
astroid,test_scoped_nodes.py,CC0029,Type-2,test_comment_before_docstring,3,YES,1
astroid,test_scoped_nodes.py,CC0031,Type-2,test_singleline_docstring,2,YES,1
astroid,test_scoped_nodes.py,CC0031,Type-2,test_multiline_docstring,2,YES,1
astroid,test_scoped_nodes.py,CC0032,Type-2,test_mro_generic_1,7,YES,1
astroid,test_scoped_nodes.py,CC0032,Type-2,test_mro_generic_2,7,YES,1
astroid,test_scoped_nodes.py,CC0032,Type-2,test_mro_generic_3,7,YES,1
astroid,test_scoped_nodes.py,CC0032,Type-2,test_mro_generic_4,7,YES,1
astroid,test_scoped_nodes.py,CC0032,Type-2,test_mro_generic_5,7,YES,1
astroid,test_scoped_nodes.py,CC0032,Type-2,test_mro_generic_6,7,YES,1
astroid,test_scoped_nodes.py,CC0032,Type-2,test_mro_generic_7,7,YES,1
astroid,test_scoped_nodes.py,CC0034,Type-2,test_issue940_metaclass_subclass_property,5,YES,1
astroid,test_scoped_nodes.py,CC0034,Type-2,test_issue940_property_grandchild,5,YES,1
astroid,test_scoped_nodes.py,CC0034,Type-2,test_issue940_metaclass_property,5,YES,1
astroid,test_scoped_nodes.py,CC0034,Type-2,test_issue940_metaclass_values_funcdef,5,YES,1
astroid,test_scoped_nodes.py,CC0034,Type-2,test_issue940_metaclass_derived_funcdef,5,YES,1
astroid,test_scoped_nodes.py,CC0035,Type-2,test_property_in_body_of_try,2,YES,1
astroid,test_scoped_nodes.py,CC0035,Type-2,test_property_in_body_of_if,2,YES,1
astroid,test_scoped_nodes.py,CC0036,Type-2,test_dunder_class_local_to_method,2,YES,1
astroid,test_scoped_nodes.py,CC0036,Type-2,test_dunder_class_local_to_classmethod,2,YES,1
astroid,test_object_model.py,CC0037,Type-2,test_empty_return_annotation,2,YES,1
astroid,test_object_model.py,CC0037,Type-2,test_builtin_dunder_init_does_not_crash_when_accessing_annotations,2,YES,1
astroid,test_modutils.py,CC0039,Type-2,test_known_values_load_module_from_name_1,2,YES,1
astroid,test_modutils.py,CC0039,Type-2,test_known_values_load_module_from_name_2,2,YES,1
astroid,test_modutils.py,CC0040,Type-2,test_known_values_get_module_part_1,2,YES,1
astroid,test_modutils.py,CC0040,Type-2,test_known_values_get_module_part_2,2,YES,1
astroid,test_modutils.py,CC0041,Type-2,test_known_values_get_module_part_3,2,YES,1
astroid,test_modutils.py,CC0041,Type-2,test_get_module_part_only_dot,2,YES,1
astroid,test_modutils.py,CC0042,Type-2,test_known_values_get_compiled_module_part,2,YES,1
astroid,test_modutils.py,CC0042,Type-2,test_known_values_get_builtin_module_part,2,YES,1
astroid,test_modutils.py,CC0043,Type-2,test_nonstandard,2,YES,1
astroid,test_modutils.py,CC0043,Type-2,test_unknown,2,YES,1
astroid,test_modutils.py,CC0044,Type-2,test_nonstandard,2,YES,1
astroid,test_modutils.py,CC0044,Type-2,test_unknown,2,YES,1
astroid,test_modutils.py,CC0045,Type-2,test_bad_import,2,YES,1
astroid,test_modutils.py,CC0045,Type-2,test_no_filename,2,YES,1
astroid,test_modutils.py,CC0046,Type-2,test_known_values_is_relative_1,5,YES,1
astroid,test_modutils.py,CC0046,Type-2,test_known_values_is_relative_4,5,YES,1
astroid,test_modutils.py,CC0046,Type-2,test_deep_relative,5,YES,1
astroid,test_modutils.py,CC0046,Type-2,test_deep_relative3,5,YES,1
astroid,test_modutils.py,CC0046,Type-2,test_deep_relative4,5,YES,1
astroid,test_modutils.py,CC0047,Type-2,test_known_values_is_relative_3,4,YES,1
astroid,test_modutils.py,CC0047,Type-2,test_known_values_is_relative_5,4,YES,1
astroid,test_modutils.py,CC0047,Type-2,test_deep_relative2,4,YES,1
astroid,test_modutils.py,CC0047,Type-2,test_is_relative_bad_path,4,YES,1
astroid,test_modutils.py,CC0048,Type-2,test_get_module_files_1,2,YES,1
astroid,test_modutils.py,CC0048,Type-2,test_get_module_files_2,2,YES,1
astroid,test_get_relative_base_path.py,CC0050,Type-2,test_similar_prefixes_no_match,6,YES,1
astroid,test_get_relative_base_path.py,CC0050,Type-2,test_valid_subdirectories,6,YES,1
astroid,test_get_relative_base_path.py,CC0050,Type-2,test_case_sensitivity,6,YES,1
astroid,test_get_relative_base_path.py,CC0050,Type-2,test_special_path_components,6,YES,1
astroid,test_get_relative_base_path.py,CC0050,Type-2,test_nonexistent_paths,6,YES,1
astroid,test_get_relative_base_path.py,CC0050,Type-2,test_empty_paths,6,YES,1
astroid,test_constraint.py,CC0058,Type-2,test_if_single_statement,5,YES,1
astroid,test_constraint.py,CC0058,Type-2,test_if_multiple_statements,5,YES,1
astroid,test_constraint.py,CC0058,Type-2,test_nested_if,5,YES,1
astroid,test_constraint.py,CC0058,Type-2,test_if_instance_attr,5,YES,1
astroid,test_constraint.py,CC0058,Type-2,test_if_instance_attr_varname_collision1,5,YES,1
astroid,test_constraint.py,CC0061,Type-2,test_if_function_call,2,YES,1
astroid,test_constraint.py,CC0061,Type-2,test_if_instance_attr_varname_collision3,2,YES,1
astroid,test_builder.py,CC0062,Type-2,test_data_build_null_bytes,3,YES,1
astroid,test_builder.py,CC0062,Type-2,test_data_build_invalid_x_escape,3,YES,1
astroid,test_builder.py,CC0062,Type-2,test_missing_file,3,YES,1
astroid,test_builder.py,CC0063,Type-2,test_try_finally_lineno,2,YES,1
astroid,test_builder.py,CC0063,Type-2,test_try_finally_25_lineno,2,YES,1
astroid,test_builder.py,CC0064,Type-2,test_class_method_base_props,2,YES,1
astroid,test_builder.py,CC0064,Type-2,test_static_method_base_props,2,YES,1
astroid,test_nodes.py,CC0069,Type-2,test_as_string_type_var,3,YES,1
astroid,test_nodes.py,CC0069,Type-2,test_as_string_type_var_tuple,3,YES,1
astroid,test_nodes.py,CC0069,Type-2,test_as_string_param_spec,3,YES,1
astroid,test_nodes.py,CC0070,Type-2,test_as_string_class_type_params,2,YES,1
astroid,test_nodes.py,CC0070,Type-2,test_as_string_function_type_params,2,YES,1
astroid,test_nodes.py,CC0072,Type-2,test_await_as_string,4,YES,1
astroid,test_nodes.py,CC0072,Type-2,test_asyncwith_as_string,4,YES,1
astroid,test_nodes.py,CC0072,Type-2,test_asyncfor_as_string,4,YES,1
astroid,test_nodes.py,CC0072,Type-2,test_decorated_async_def_as_string,4,YES,1
astroid,test_nodes.py,CC0073,Type-2,test_is_standard_property,3,YES,1
astroid,test_nodes.py,CC0073,Type-2,test_is_possible_property,3,YES,1
astroid,test_nodes.py,CC0073,Type-2,test_is_standard_property_subclass,3,YES,1
astroid,test_nodes.py,CC0074,Type-2,test_subscript_load,3,YES,1
astroid,test_nodes.py,CC0074,Type-2,test_list_load,3,YES,1
astroid,test_nodes.py,CC0074,Type-2,test_tuple_load,3,YES,1
astroid,test_nodes.py,CC0075,Type-2,test_subscript_del,2,YES,1
astroid,test_nodes.py,CC0075,Type-2,test_list_del,2,YES,1
astroid,test_nodes.py,CC0076,Type-2,test_tuple_store,2,YES,1
astroid,test_nodes.py,CC0076,Type-2,test_list_store,2,YES,1
astroid,test_brain.py,CC0077,Type-2,test_deque,2,YES,1
astroid,test_brain.py,CC0077,Type-2,test_deque_py39methods,2,YES,1
astroid,test_brain.py,CC0078,Type-2,test_typing_cast,2,YES,1
astroid,test_brain.py,CC0078,Type-2,test_typing_cast_attribute,2,YES,1
astroid,test_brain.py,CC0080,Type-2,test_typing_no_duplicates,2,YES,1
astroid,test_brain.py,CC0080,Type-2,test_typing_no_duplicates_2,2,YES,1
astroid,test_brain.py,CC0081,Type-2,test_namedtuple_few_args,3,YES,1
astroid,test_brain.py,CC0081,Type-2,test_namedtuple_few_fields,3,YES,1
astroid,test_brain.py,CC0081,Type-2,test_namedtuple_inference_nonliteral,3,YES,1
astroid,test_brain.py,CC0083,Type-2,test_type_type,16,YES,1
astroid,test_brain.py,CC0083,Type-2,test_object_type,16,YES,1
astroid,test_brain.py,CC0083,Type-2,test_type_object,16,YES,1
astroid,test_brain.py,CC0083,Type-2,test_isinstance_int_true,16,YES,1
astroid,test_brain.py,CC0083,Type-2,test_isinstance_int_false,16,YES,1
astroid,test_brain.py,CC0083,Type-2,test_isinstance_object_true,16,YES,1
astroid,test_brain.py,CC0083,Type-2,test_isinstance_object_true3,16,YES,1
astroid,test_brain.py,CC0083,Type-2,test_isinstance_class_false,16,YES,1
astroid,test_brain.py,CC0083,Type-2,test_isinstance_type_false,16,YES,1
astroid,test_brain.py,CC0083,Type-2,test_isinstance_str_true,16,YES,1
astroid,test_brain.py,CC0083,Type-2,test_isinstance_str_false,16,YES,1
astroid,test_brain.py,CC0083,Type-2,test_isinstance_tuple_argument,16,YES,1
astroid,test_brain.py,CC0083,Type-2,test_isinstance_type_false2,16,YES,1
astroid,test_brain.py,CC0083,Type-2,test_isinstance_object_true2,16,YES,1
astroid,test_brain.py,CC0083,Type-2,test_isinstance_type_true,16,YES,1
astroid,test_brain.py,CC0083,Type-2,test_isinstance_edge_case,16,YES,1
astroid,test_brain.py,CC0084,Type-2,test_uninferable_bad_type,4,YES,1
astroid,test_brain.py,CC0084,Type-2,test_uninferable_keywords,4,YES,1
astroid,test_brain.py,CC0084,Type-2,test_too_many_args,4,YES,1
astroid,test_brain.py,CC0084,Type-2,test_first_param_is_uninferable,4,YES,1
astroid,test_brain.py,CC0085,Type-2,test_type_type,12,YES,1
astroid,test_brain.py,CC0085,Type-2,test_object_type,12,YES,1
astroid,test_brain.py,CC0085,Type-2,test_type_object,12,YES,1
astroid,test_brain.py,CC0085,Type-2,test_issubclass_same_class,12,YES,1
astroid,test_brain.py,CC0085,Type-2,test_issubclass_not_the_same_class,12,YES,1
astroid,test_brain.py,CC0085,Type-2,test_issubclass_object_true,12,YES,1
astroid,test_brain.py,CC0085,Type-2,test_issubclass_same_user_defined_class,12,YES,1
astroid,test_brain.py,CC0085,Type-2,test_issubclass_different_user_defined_classes,12,YES,1
astroid,test_brain.py,CC0085,Type-2,test_issubclass_type_false,12,YES,1
astroid,test_brain.py,CC0085,Type-2,test_isinstance_tuple_argument,12,YES,1
astroid,test_brain.py,CC0085,Type-2,test_isinstance_object_true2,12,YES,1
astroid,test_brain.py,CC0085,Type-2,test_issubclass_short_circuit,12,YES,1
astroid,test_brain.py,CC0086,Type-2,test_uninferable_bad_type,3,YES,1
astroid,test_brain.py,CC0086,Type-2,test_uninferable_keywords,3,YES,1
astroid,test_brain.py,CC0086,Type-2,test_too_many_args,3,YES,1
astroid,test_brain.py,CC0087,Type-2,test_len_tuple,7,YES,1
astroid,test_brain.py,CC0087,Type-2,test_len_var,7,YES,1
astroid,test_brain.py,CC0087,Type-2,test_len_dict,7,YES,1
astroid,test_brain.py,CC0087,Type-2,test_len_set,7,YES,1
astroid,test_brain.py,CC0087,Type-2,test_len_object,7,YES,1
astroid,test_brain.py,CC0087,Type-2,test_len_string,7,YES,1
astroid,test_brain.py,CC0087,Type-2,test_len_bytes,7,YES,1
astroid,test_brain.py,CC0088,Type-2,test_len_object_failure,3,YES,1
astroid,test_brain.py,CC0088,Type-2,test_len_generator_failure,3,YES,1
astroid,test_brain.py,CC0088,Type-2,test_len_failure_missing_variable,3,YES,1
astroid,test_brain.py,CC0089,Type-2,test_no_recursionerror_on_self_referential_length_check,2,YES,1
astroid,test_brain.py,CC0089,Type-2,test_no_attributeerror_on_self_referential_length_check,2,YES,1
astroid,test_dataclasses.py,CC0091,Type-2,test_inference_no_annotation,3,YES,1
astroid,test_dataclasses.py,CC0091,Type-2,test_inference_class_var,3,YES,1
astroid,test_dataclasses.py,CC0091,Type-2,test_inference_init_var,3,YES,1
astroid,test_dataclasses.py,CC0093,Type-2,test_init_no_defaults,5,YES,1
astroid,test_dataclasses.py,CC0093,Type-2,test_init_initvar,5,YES,1
astroid,test_dataclasses.py,CC0093,Type-2,test_init_field_init_false,5,YES,1
astroid,test_dataclasses.py,CC0093,Type-2,test_init_override,5,YES,1
astroid,test_dataclasses.py,CC0093,Type-2,test_init_attributes_from_superclasses,5,YES,1
astroid,test_named_tuple.py,CC0095,Type-2,test_namedtuple_func_form,2,YES,1
astroid,test_named_tuple.py,CC0095,Type-2,test_namedtuple_func_form_args_and_kwargs,2,YES,1
astroid,test_hashlib.py,CC0097,Type-2,test_hashlib,2,YES,1
astroid,test_hashlib.py,CC0097,Type-2,test_shake,2,YES,1
astroid,test_pathlib.py,CC0101,Type-2,test_inference_parents,2,YES,1
astroid,test_pathlib.py,CC0101,Type-2,test_inference_parents_subscript_index,2,YES,1
astroid,test_core_numerictypes.py,CC0102,Type-2,test_generic_types_have_attributes,3,YES,1
astroid,test_core_numerictypes.py,CC0102,Type-2,test_number_types_have_unary_operators,3,YES,1
astroid,test_core_numerictypes.py,CC0102,Type-2,test_array_types_have_unary_operators,3,YES,1
astroid,test_core_umath.py,CC0103,Type-2,test_numpy_core_umath_functions_one_arg,2,YES,1
astroid,test_core_umath.py,CC0103,Type-2,test_numpy_core_umath_functions_two_args,2,YES,1
astroid,test_bump_changelog.py,CC0104,Type-2,test_update_content,2,YES,1
astroid,test_bump_changelog.py,CC0104,Type-2,test_update_content_major,2,YES,1
jedi,test_utils.py,CC0001,Type-2,test_nested,2,YES,1
jedi,test_utils.py,CC0001,Type-2,test_magic_methods,2,YES,1
jedi,test_utils.py,CC0002,Type-2,test_calls,2,YES,1
jedi,test_utils.py,CC0002,Type-2,test_local_import,2,YES,1
jedi,test_buildout_detection.py,CC0003,Type-2,test_append_on_non_sys_path,2,YES,1
jedi,test_buildout_detection.py,CC0003,Type-2,test_path_from_invalid_sys_path_assignment,2,YES,1
jedi,test_docstring.py,CC0004,Type-2,test_docstrings_type_dotted_import,3,YES,1
jedi,test_docstring.py,CC0004,Type-2,test_docstrings_param_type,3,YES,1
jedi,test_docstring.py,CC0004,Type-2,test_docstrings_type_str,3,YES,1
jedi,test_docstring.py,CC0005,Type-2,test_function_doc,3,YES,1
jedi,test_docstring.py,CC0005,Type-2,test_instance_doc,3,YES,1
jedi,test_docstring.py,CC0005,Type-2,test_docstring_params_formatting,3,YES,1
jedi,test_docstring.py,CC0006,Type-2,test_numpydoc_parameters_set_of_values,4,YES,1
jedi,test_docstring.py,CC0006,Type-2,test_numpydoc_returns,4,YES,1
jedi,test_docstring.py,CC0006,Type-2,test_numpydoc_returns_set_of_values,4,YES,1
jedi,test_docstring.py,CC0006,Type-2,test_numpydoc_yields,4,YES,1
jedi,test_call_signatures.py,CC0009,Type-2,test_additional_brackets,2,YES,1
jedi,test_call_signatures.py,CC0009,Type-2,test_unterminated_strings,2,YES,1
jedi,test_call_signatures.py,CC0010,Type-2,test_get_signatures_empty_parentheses_pre_space,2,YES,1
jedi,test_call_signatures.py,CC0010,Type-2,test_get_signatures_whitespace,2,YES,1
jedi,test_names.py,CC0012,Type-2,test_get_definitions_flat,4,YES,1
jedi,test_names.py,CC0012,Type-2,test_dotted_assignment,4,YES,1
jedi,test_names.py,CC0012,Type-2,test_multiple_assignment,4,YES,1
jedi,test_names.py,CC0012,Type-2,test_multiple_imports,4,YES,1
jedi,test_full_name.py,CC0014,Type-2,test_os_path_join,2,YES,1
jedi,test_full_name.py,CC0014,Type-2,test_builtin,2,YES,1
jedi,test_interpreter.py,CC0016,Type-2,test_complete_raw_function,3,YES,0
jedi,test_interpreter.py,CC0016,Type-2,test_complete_raw_function_different_name,3,YES,0
jedi,test_interpreter.py,CC0016,Type-2,test_complete_raw_module,3,YES,0
jedi,test_interpreter.py,CC0017,Type-2,test_getattr,2,YES,1
jedi,test_interpreter.py,CC0017,Type-2,test_slice,2,YES,1
jedi,test_interpreter.py,CC0018,Type-2,test_property_error_oldstyle,2,YES,1
jedi,test_interpreter.py,CC0018,Type-2,test_property_error_newstyle,2,YES,1
jedi,test_interpreter.py,CC0019,Type-2,test_name_not_inferred_properly,2,YES,1
jedi,test_interpreter.py,CC0019,Type-2,test_variable_reuse,2,YES,1
parso,test_diff_parser.py,CC0001,,test_differing_docstrings,2,YES,1
parso,test_diff_parser.py,CC0001,,test_docstring_removal,2,YES,1
parso,test_diff_parser.py,CC0002,,test_one_call_in_function_change,11,YES,1
parso,test_diff_parser.py,CC0002,,test_function_deletion,11,YES,1
parso,test_diff_parser.py,CC0002,,test_paren_in_strange_position,11,YES,1
parso,test_diff_parser.py,CC0002,,test_parentheses_before_method,11,YES,1
parso,test_diff_parser.py,CC0002,,test_error_dedent_issues,11,YES,1
parso,test_diff_parser.py,CC0002,,test_random_text_insertion,11,YES,1
parso,test_diff_parser.py,CC0002,,test_many_nested_ifs,11,YES,1
parso,test_diff_parser.py,CC0002,,test_backslash_issue,11,YES,1
parso,test_diff_parser.py,CC0002,,test_paren_with_indentation,11,YES,1
parso,test_diff_parser.py,CC0002,,test_backslash_insertion,11,YES,1
parso,test_diff_parser.py,CC0002,,test_yet_another_backslash,11,YES,1
parso,test_diff_parser.py,CC0003,,test_paren_before_docstring,2,YES,1
parso,test_diff_parser.py,CC0003,,test_wrong_backslash,2,YES,1
parso,test_diff_parser.py,CC0004,,test_dedent_end_positions,3,YES,1
parso,test_diff_parser.py,CC0004,,test_dont_copy_error_leaves,3,YES,1
parso,test_diff_parser.py,CC0004,,test_wrong_indent_in_def,3,YES,1
parso,test_diff_parser.py,CC0005,,test_special_no_newline_ending,4,YES,1
parso,test_diff_parser.py,CC0005,,test_random_character_insertion,4,YES,1
parso,test_diff_parser.py,CC0005,,test_error_dedent_in_between,4,YES,1
parso,test_diff_parser.py,CC0005,,test_some_other_indentation_issues,4,YES,1
parso,test_diff_parser.py,CC0006,,test_import_opening_bracket,3,YES,1
parso,test_diff_parser.py,CC0006,,test_opening_bracket_at_end,3,YES,1
parso,test_diff_parser.py,CC0006,,test_open_bracket_case2,3,YES,1
parso,test_diff_parser.py,CC0009,,test_in_class_movements,2,YES,1
parso,test_diff_parser.py,CC0009,,test_indentation_issue,2,YES,1
parso,test_tokenize.py,CC0010,Type-2,test_tokenize_multiline_I,3,YES,1
parso,test_tokenize.py,CC0010,Type-2,test_tokenize_multiline_II,3,YES,1
parso,test_tokenize.py,CC0010,Type-2,test_tokenize_multiline_III,3,YES,1
parso,test_old_fast_parser.py,CC0012,Type-2,test_for,10,YES,1
parso,test_old_fast_parser.py,CC0012,Type-2,test_class_with_class_var,10,YES,1
parso,test_old_fast_parser.py,CC0012,Type-2,test_func_with_if,10,YES,1
parso,test_old_fast_parser.py,CC0012,Type-2,test_decorator,10,YES,1
parso,test_old_fast_parser.py,CC0012,Type-2,test_nested_funcs,10,YES,1
parso,test_old_fast_parser.py,CC0012,Type-2,test_multi_line_params,10,YES,1
parso,test_old_fast_parser.py,CC0012,Type-2,test_class_func_if,10,YES,1
parso,test_old_fast_parser.py,CC0012,Type-2,test_multi_line_for,10,YES,1
parso,test_old_fast_parser.py,CC0012,Type-2,test_strange_parentheses,10,YES,1
parso,test_old_fast_parser.py,CC0012,Type-2,test_additional_indent,10,YES,1
parso,test_old_fast_parser.py,CC0013,Type-2,test_fake_parentheses,2,YES,1
parso,test_old_fast_parser.py,CC0013,Type-2,test_parentheses_in_string,2,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_async_for,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_async_with,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_async_with_invalid,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_raise_3x_style,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_annotation_1,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_annotation_2,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_annotation_3,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_annotation_4,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_annotation_5,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_set_literal_1,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_set_literal_2,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_set_literal_3,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_set_literal_4,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_dict_unpacking,14,YES,1
parso,test_pgen2.py,CC0016,Type-2,test_raise_3x_style_1,7,YES,1
parso,test_pgen2.py,CC0016,Type-2,test_raise_3x_style_invalid_1,7,YES,1
parso,test_pgen2.py,CC0016,Type-2,test_raise_3x_style_invalid_2,7,YES,1
parso,test_pgen2.py,CC0016,Type-2,test_raise_3x_style_invalid_3,7,YES,1
parso,test_pgen2.py,CC0016,Type-2,test_raise_3x_style_invalid_4,7,YES,1
parso,test_pgen2.py,CC0016,Type-2,test_annotation_6,7,YES,1
parso,test_pgen2.py,CC0016,Type-2,test_annotation_7,7,YES,1
parso,test_pgen2.py,CC0017,Type-2,test_matrix_multiplication_operator,2,YES,1
parso,test_pgen2.py,CC0017,Type-2,test_py3_rb,2,YES,1
parso,test_pgen2.py,CC0018,Type-2,test_await_expr,2,YES,1
parso,test_pgen2.py,CC0018,Type-2,test_parser_idempotency_extended_unpacking,2,YES,1
parso,test_pgen2.py,CC0019,Type-2,test_new_octal_notation,2,YES,1
parso,test_pgen2.py,CC0019,Type-2,test_new_binary_notation,2,YES,1
parso,test_python_errors.py,CC0021,Type-2,test_valid_namedexpr_set,2,YES,1
